iter	Logloss
935	0.3073513418
936	0.3072562747
937	0.3072066803
938	0.3070912777
939	0.3070417146
940	0.3069192971
941	0.3068352963
942	0.3067356474
943	0.3066404908
944	0.3065195273
945	0.3063977175
946	0.3062899657
947	0.3062027044
948	0.3061288956
949	0.3060829768
950	0.3060120553
951	0.3059887236
952	0.305897491
953	0.3057578654
954	0.3057016791
955	0.3056347576
956	0.3055432211
957	0.3055063289
958	0.3054356691
959	0.3054092585
960	0.3053518149
961	0.3052975193
962	0.3052049208
963	0.3050719565
964	0.3050021568
965	0.3049246394
966	0.3047989233
967	0.3047553686
968	0.3046272054
969	0.3045055039
970	0.3044273356
971	0.304390138
972	0.3043167875
973	0.3042306776
974	0.304100407
975	0.3040308093
976	0.3039181424
977	0.3038697594
978	0.3037661543
979	0.3036519848
980	0.3035558693
981	0.3034693496
982	0.3033952816
983	0.3032791139
984	0.3032378812
985	0.3031494021
986	0.3031168515
987	0.3030892268
988	0.3029780723
989	0.3029423993
990	0.3028525404
991	0.302757901
992	0.3027261963
993	0.3026177114
994	0.302537872
995	0.3024842044
996	0.302415769
997	0.302346216
998	0.3022387709
999	0.3022189526
